adversary_0,agent_0
-101.72080266405148,-78.44479238921755
-13.3165245322871,-84.9448961307006
25.236975805490342,-83.0490330439241
-25.06493807470537,-33.135066714276284
-7.34264290329843,-67.35888495943563
-4.8860543935400855,-68.00330975419394
-14.243268226459127,-57.51946343790138
-7.752890874674222,-71.904169090251
-29.60391272729438,-67.38054786821931
-19.72399360267695,-56.76342025432388
-4.656492902338872,-76.696154001013
-13.203647642623636,-69.70289695250885
1.942962835245533,-76.69510344227017
-2.298599563544686,-70.64355211339686
-7.902697092091645,-67.45277324277647
-7.163732815700305,-75.50097729191728
3.1889122188277135,-78.01924908225274
-9.265275513890922,-77.10096905259769
-13.884749507869747,-60.975651066259275
24.78012885688326,-78.66752413580635
5.616628750070284,-84.28238828579362
-5.481282924387185,-68.43860878982032
-1.759164784211915,-83.96371528077394
28.187675751581363,-96.62740273295105
-7.676672055495089,-62.909518614525346
10.058378927936845,-72.1903742701897
2.8574248204722252,-75.13352505312525
17.327938738066003,-65.47529767881873
5.582708676545569,-62.61360586682314
30.669432872896323,-79.13196858038103
23.501156031709492,-70.60533779554412
20.876776498463002,-80.09815857712744
11.422055553460378,-66.50298079469222
11.131916955572727,-69.89048509304205
34.15466374517278,-81.40198765766263
13.415928475252414,-75.86483813457905
10.560566680523888,-65.40531644755907
9.415860656729711,-77.91300796492557
2.7071375498167276,-71.44489269950132
12.80067555037009,-61.46917353639849
-0.006639311477786514,-60.864872862567296
26.538522652401443,-85.19941586822121
28.738558174180376,-85.53195525937272
18.244482184045715,-73.22075714684425
43.545213145728354,-86.66131231877603
14.76546408149415,-69.7770735961464
14.090713434847448,-61.89517430363903
16.26182263539374,-77.02991988391581
40.75803672257426,-80.0285365513792
16.909019325452626,-72.15862114477355
46.22959315283799,-85.35720326353507
-18.64831676428148,-77.4452708159641
-108.41474260708557,-65.5208879312151
-52.165000991836756,-117.89264384748422
14.53372787923903,-75.88749649215546
-9.954717156559497,-82.00179288736307
-67.41715107561565,-96.10184899234883
-44.13542598103609,-72.26785245344043
-36.305994754317865,-62.26459444710465
-26.736275183590934,-75.58107670633345
-58.000453513353705,-72.34127813880299
-70.73551860449666,-71.26396353482623
-46.001161056028124,-75.93409172367032
-66.18836755027137,-74.26462559101113
-84.78005288241638,-72.26785245344043
-68.4318821655187,-80.63598710242883
45.93848228841807,-68.12563328263725
22.920739320233302,-82.30812798482728
58.82621785404574,-79.60949750956735
52.79368122902335,-71.92530618938035
35.809433749002146,-73.2776963719321
33.42833076771249,-75.49263003090371
36.75899945979518,-70.55281745529217
31.402419160139214,-73.19988912385139
48.97131338070655,-83.1726537019231
-11.31271027887256,-64.90570560610634
20.490971780409865,-75.36897459366722
54.852631719609676,-71.81752139378712
32.29509868080187,-81.84325155886958
41.62669593829848,-73.37458620392259
29.04871387194169,-70.06908903883033
21.136706735703594,-53.73233114669292
29.599393858435672,-74.88603392018027
38.86131042561972,-82.10217373391376
42.7622063394148,-73.22446134607095
42.48728831040153,-69.4255465480328
56.260001074397024,-71.647974916153
41.670894757402145,-80.55249543162536
34.451589956746794,-78.02975507305867
48.864295497657494,-77.81236672915895
43.75495528491095,-71.78983179509126
32.52652838813941,-69.20406412428859
49.84940058594372,-91.18378258167978
64.58560387123737,-90.78410812339997
51.54523603680674,-72.26785245344043
38.246486677604246,-70.54045947104339
43.91625989030352,-74.2507535596485
54.40378169821161,-76.7575930044133
49.71386138997752,-72.54608151478517
51.67392371840191,-69.7081600175249
26.537097982667085,-72.26785245344043
35.630470495571785,-76.67533598482306
40.697110602814035,-87.20119174015917
42.498459736431016,-72.26785245344043
50.93052828355817,-73.31021136379555
23.68773755221481,-72.04909945296019
-79.6944429851351,-74.59048738020849
32.457794357880836,-55.69131583983233
27.070391068224072,-70.54516333655661
6.376142594146291,-82.45475775413092
17.54797911925661,-57.047390258529795
42.3594865586814,-75.68998928286187
17.7703596267056,-69.58643328872141
42.97848679685697,-84.84916188830425
-54.959152893877,-70.69396020794505
22.70113726029356,-73.4377277948604
43.73155437590808,-82.15954577023659
54.247825967098194,-87.86968119458493
34.796934468335756,-63.07783600752378
16.314969874556915,-61.72599789223367
49.743399696585755,-84.98884281017901
30.165873899805124,-71.47116830937014
66.36271739273914,-85.2748017802035
54.09370309300256,-73.39846756808356
30.506696283658176,-77.8810901736897
0.6866070032199632,-86.65654937157436
30.315463339019868,-74.41045273868184
47.742314982730825,-74.55936805946521
51.262475274556145,-75.76164780182329
39.08341907145973,-71.7302300925273
44.51470791643127,-70.68521399706223
63.71332150276517,-78.19893174304582
46.89747369912875,-72.4432012973385
46.45167684472805,-70.11368529519768
50.703410659714166,-66.05831230199763
60.54755074651639,-88.11196013289624
54.18852817646108,-64.5650499651252
55.08068808861193,-78.16179409250678
39.28494128204488,-59.44012300111464
58.63229382296241,-72.26785245344043
57.02449404258026,-68.39613382106901
44.1989864017207,-61.60886308586447
63.38939195856008,-74.01354784004954
76.59380116707409,-91.03420796180625
62.815702888979715,-78.60255309512023
59.848996405152825,-77.09291147874166
53.567943377094835,-64.82055153385798
57.49264309328567,-78.1938368208752
52.45800568577321,-71.2590267005366
46.06141681403376,-68.23546458544395
57.08693982892829,-76.11409946022867
49.23247989607008,-75.86385462779869
53.94702150872706,-80.2523026182407
53.85715382248179,-76.0101762112864
51.18125854672122,-72.31163470604184
60.24329372335695,-70.12775606129564
46.751443088006596,-74.92993765610538
31.60693535875617,-62.27474082774088
39.28252555750167,-70.04907331333386
53.55458375533114,-71.95351984760642
65.5428763196189,-74.41712526936482
45.88936487674491,-63.449800823520874
48.7719600361194,-59.27106233287137
57.03904324611849,-66.93647092833017
59.19679473308488,-78.34306024615626
62.82287484198076,-85.34774377225686
61.7213543412311,-79.72303234959992
56.53177608518065,-73.26514290384968
54.616578981642725,-71.282233779941
43.497579629754064,-72.26785245344043
49.024348742087454,-79.30488940599906
58.77451945391352,-68.44520046612868
44.775610337729766,-71.21855496004517
51.52827078177762,-67.84766230387666
63.96428678941834,-82.84154477286359
54.60126742237275,-74.57012403748149
53.750953544760115,-72.57051695368637
62.82036112706801,-81.94536319276916
69.41450923382189,-85.63482911703181
52.33383706122848,-63.738640121660104
47.61949625412374,-77.11148420799498
62.619222491063,-80.90367999551663
51.90091377566033,-79.32994122080129
58.022931418851435,-82.857881097452
46.00716563451232,-71.45056673836508
13.195954364287234,-62.484041432814514
34.59452026475114,-74.64577259827607
65.86519210672118,-75.94372251172494
34.99293058097977,-66.88949126961974
55.204542809828666,-74.70675581022836
44.64221737397512,-70.07208362247009
27.512052151159267,-72.81378514189804
45.215648286921365,-72.19254673821543
74.59111439764357,-84.44704026863576
56.36871873120261,-68.95960113528545
41.73436793902264,-63.5781748153837
35.55157181519932,-64.66734825672316
63.23230561643472,-80.2752138085576
51.20308924588626,-75.34289076056413
70.8777749532355,-80.7651578210621
51.274360776137996,-69.91223649710061
32.11789876247192,-57.864239117888864
49.0954028082394,-68.2800174588746
45.191887246259355,-60.045623079917604
47.16052779980296,-64.40603382872871
34.0110600651641,-65.06064471913815
64.64516201499437,-89.51540277013844
53.41924596966356,-70.85149475181855
29.348413350450553,-56.4787448253991
57.94444314574093,-74.29882481504146
57.30063311732664,-69.3726293921512
65.82927709790424,-81.1161284746376
39.258863546860304,-64.6002077026252
57.57914376136422,-67.51053441781491
65.5503063177109,-78.37618291491897
57.486520741332384,-70.16514061173811
52.49793039091386,-64.8951149336047
28.081106640302476,-58.71815183164968
50.98620630636739,-65.80555689634103
45.90574541728819,-70.83834785105205
62.286217667107515,-81.54496264517111
72.60261355516602,-82.37465038480632
48.63859441791409,-75.66066440815395
63.59017489607094,-78.0433753667265
66.54777721941437,-77.79913384791455
55.48898486585619,-72.36647169149262
78.96598984276577,-89.54423572338312
53.233757923037246,-73.14731918235987
46.7630219535167,-71.27585410274553
71.19525226706475,-82.82558159479777
58.83211780135794,-74.07021457990975
58.215210517520504,-70.0667367148799
55.78011744829227,-73.90857510762584
61.879235985125504,-76.31348942630692
52.6860595948088,-73.15101467715056
61.57712691868649,-82.94885374151688
50.04286119408556,-68.81525714252487
64.28312151846299,-82.1836274392516
62.557349304049595,-74.27722338919797
66.62139734307095,-77.89767192286989
31.115106882064513,-46.71127107241145
55.96201929337712,-71.7466479091566
60.34071430737641,-79.52305818820092
60.142283267948834,-80.26421271772617
51.30624516102629,-72.26785245344043
50.191162475770646,-76.36896783554845
57.06608114443504,-78.90458923140885
51.001777917888944,-73.67308468894979
60.49923619186941,-76.81279096613578
60.28198450850152,-79.71875730538532
58.87296581122293,-73.5614956524617
51.75064078379784,-62.44103841474295
61.149271849063666,-75.56976726638803
58.97854971381715,-80.30396178224838
58.82556367845363,-70.90075351461958
59.49571876728577,-71.41477467097491
65.02565694935093,-78.2033564202649
57.854129415362344,-79.30122824664471
41.99423571627149,-60.5780579293559
57.49525559446067,-74.01897313739607
49.69999555056785,-71.84394981046346
55.74281246995182,-73.99381765986938
41.49445256591048,-60.42106109691022
55.93124114694769,-68.55578265372625
54.25959596528508,-69.49998653077245
52.69568928862311,-64.69489023897083
43.398440378058254,-55.267706326976075
47.51132072339274,-66.71992473399155
52.49670507308755,-72.7781481064539
48.43190444314702,-64.27295762342307
58.32018722139342,-74.31776774317275
53.373708851926665,-73.57348137190313
45.66045362877442,-59.347337493738266
50.59070865364413,-70.517607380694
55.348815903442365,-70.40871619319132
58.27130026607055,-77.16866871386942
59.38287362630882,-76.36235479084448
59.400433846250735,-78.85844948660652
65.56755599518416,-75.550629436307
61.96715557020812,-73.03846500093425
57.326119654218054,-74.06602081196822
45.1403304193794,-64.79196715934108
51.56407072929846,-68.63743296822447
43.70699836516637,-70.43673553366253
63.633101992472604,-78.73551304679097
58.401468950822256,-77.16146899651798
56.39069761409369,-68.42817261948815
55.91802831819361,-77.95998812498328
49.61773745981843,-64.9646020723443
51.94100247836118,-65.59912153811611
67.36676334749536,-85.94061220140497
48.636091592566245,-64.22796407309109
62.30646397899315,-76.03546104725223
59.049096761834264,-72.53173942807149
52.36427295771782,-74.50930488866128
66.65401545339677,-90.50698604629346
50.97617441513397,-69.20910515140312
56.30317945182458,-71.29385192030622
48.14119894054004,-59.00668459937632
61.61776333232931,-88.8931610523801
60.1079869602646,-71.8355474308287
52.424464653052574,-70.08313964949559
74.73545974970959,-88.101860733045
52.97138287231595,-74.74050731023677
52.37728913632667,-71.58549494076863
60.95351601408619,-76.88643989345894
58.551892707779444,-78.36044474797747
68.6815166192023,-85.50196907319699
49.860731954819975,-68.85873441564968
