episode,lead_adversary,adversary_0,adversary_1,adversary_2,agent_0,agent_1
49, -7.493833295061164,-7.113619289947184, -4.118149307205289,-6.412920961003345,-683.3106232428436,-3.49195800992273
50, -1.138550730692357,-0.3638363720354354, -2.1503325440573064,-4.172913971006291,-2.4928615441660242,-47.66408905257377
51, -6.726825007160001,-9.211907328967795, -4.645261418724141,-10.611500611405726,-35.95257888748524,-35.14585065417994
52, -7.006057614295779,-7.587549235789337, -5.923487342117604,-7.367141714743661,-4.816700379377994,-543.9267173179633
53, -13.854647207233809,-15.870024758197408, -12.284169039569113,-14.50905125820624,-1173.6469566874443,-1250.7613739994554
54, -7.2739863252684405,-8.592981620031958, -8.219187654793314,-4.6884421746693175,-60.77162445370665,-181.3469598841289
55, -6.046272477224509,-6.558022252997449, -8.25377147836396,-5.734347177001068,-150.0678666255966,-117.80679082979638
56, -6.99472995203103,-8.986915344654053, -7.547148595370849,-4.576637253948112,-2.577763347696874,-72.92364655788616
57, 1.2715952813150795,0.7500691082462521, -0.047771431124087896,1.6022710304197763,-55.68879906748248,-6.944658791723442
58, -5.4735120720526655,-5.641933278507214, -3.1363795643174464,-4.733584875533178,-32.29625197320909,-57.0610061103469
59, -5.477787275453843,-6.99835715761849, -2.447314535343328,-6.044380756995965,-2.995953643756902,-71.8176298834569
60, -3.2550761008347644,-6.357878481172848, -5.300482631498013,-5.874205247369974,-89.21665797050487,-3.647736528107621
61, 3.022815298942487,2.4607134337177485, 8.10392181904513,4.5714678009592395,-2.972445446726353,-26.901252628899744
62, -5.646152308790065,-6.234594734480612, -3.3684462122983465,-4.2552453007327955,-3.0649403885148687,-71.62500343355
63, -4.538513061646922,-5.179598792792723, -4.422167623914948,-4.097270533220879,-2.4181929088222827,-15.291161025565204
64, -1.2984911647832513,0.6202575499527363, 2.5660797800562043,1.9710675563059334,-2.865701535209465,-64.66510675341661
65, -6.430737485667221,-4.349038778166833, -2.225514277268268,-3.375159139073995,-2.996598463959634,-4.901100151634216
66, 7.358485036157315,8.835822949190502, 13.082169276431003,12.627893307942617,-103.16092027115329,-66.77221383003901
67, -6.558440458371177,-5.536540282604984, -3.035947646742394,-4.141208919084378,-3.292464278600445,-68.50683404888161
68, 17.60526685472888,19.394764770765086, 23.20715527093439,21.421313058030456,-102.61517490074533,-24.059654031356978
69, -8.502497842058471,-5.201486035978672, -3.108510975620191,-6.34263616019481,-84.46868879639754,-99.23572264137012
70, -8.779975817083258,-6.357237791435613, -3.8407417431837474,-3.8005983469277087,-70.78642094780787,-3.4457742094713284
71, -2.7295166820773766,-0.06220120650002516, 3.6965839753368557,2.3427863863596965,-108.59846770971537,-3.7285798521743287
72, 33.148289953082894,37.78077476608539, 38.10692982600628,36.997895632721715,-119.08877075318262,-13.380126201977895
73, -6.867695304611523,-5.96966925737496, -5.048745808941463,-5.2121069199119665,-3.3592544912892004,-2.5228556126169592
74, -5.736832161208287,-7.891014387991417, -4.121299890659259,-5.575314696547164,-3.6635538625158115,-2.61982954002732
75, -6.412176789836314,-9.139409140196662, -4.661732539186595,-5.102759456981055,-29.19381042222647,-2.929055953902679
76, -8.280880936857733,-9.461626286096347, -6.440445718847787,-4.798938212657058,-7.491517009598011,-80.63059197870639
77, -8.855922555847108,-7.069106703837114, -3.684705949486199,-5.002516410227082,-116.77749190749697,-49.13886690661946
78, 13.224269813657472,17.954813864078197, 16.70460093768818,17.64067871184181,-95.76498084368406,-22.7113447501685
79, 1.4786736625149577,2.099728030858284, 6.929328283682804,4.114593846314305,-118.38678385580518,-123.6592214137519
80, -4.902471761579564,-5.677218395857277, -4.779535286546555,-6.890468143817062,-32.28828652833715,-71.07552450879152
81, -4.517542912676979,-5.628999679569013, -4.571059911881704,-4.413934460332338,-20.865637653952643,-2.6710535950448646
82, -4.545990042946711,-3.6826879523584277, -5.285770247485926,-2.9673597981228514,-40.11687224673537,-2.74403369479716
83, 16.937737906406586,16.54283299230491, 15.58710696667118,17.793999546793245,-155.7753800574366,-22.897268901810943
84, 0.932831303504071,-1.7510245974994183, -0.7922236878771797,0.7197613940178346,-192.60615234117137,-28.98090469961573
85, -8.98140397030064,-7.210253603012559, -6.40030995574911,-7.236418413665174,-3.01379623016108,-853.5693812488831
86, -4.834232433658941,-5.79166600670733, -7.849248707702783,-3.990070756938676,-123.45700327788667,-105.21198207893173
87, -5.973429550614665,-3.80597112831462, -5.5551998002173635,-5.510739050367623,-57.47769395188418,-129.6221571485276
88, 5.965768288671581,5.162275333793138, 2.6172649597071165,3.6453468028587874,-170.04355990724025,-33.915709999122576
89, -8.33802631699344,-8.673306355190347, -6.721941316470255,-8.256775882885773,-123.3803889319412,-121.83360165959904
90, -6.337838146892964,-7.471637792797153, -5.484763373552465,-5.655175768604966,-3.2515955128419174,-27.036245489606127
91, -6.977198278549395,-9.091446313591243, -8.174717039311803,-8.176250545418506,-2.991684992161396,-2.6799407704783564
92, -3.4837086738930787,-7.251668436195022, -7.114238079694502,-5.2605560741926825,-2.923453941866924,-1.7666344601806092
93, -4.561736182981669,-7.9750773044097985, -5.318117318142783,-8.435318274868933,-58.73237060734483,-47.40652149196231
94, -1.46658469814894,-1.5442931086648068, 2.5943327002979903,-1.3760096866668452,-15.969884079183727,-9.326816482451765
95, -6.636269845559747,-9.823165918013737, -3.507659000863647,-7.379732576511398,-278.259898150443,-117.9553632917543
96, -6.008033014030221,-8.371640899299468, -5.297657786049682,-5.710004832363913,-1.8933180287118194,-2.451637201914729
97, -4.8515880190893865,-6.650489889945517, -3.23955645611563,-7.121181483327788,-172.29875123528495,-2.760957668780239
98, 5.899276640695298,5.9175240789765065, -0.10406214350293591,5.226946206206719,-231.0477965389491,-11.638023339698712
99, -2.912221943196091,-2.9954116625936598, -7.602206457844417,-4.6085298667163785,-8.629348881650964,-1.6239079846263214
100, -3.3370148077613675,-4.471943154828961, -7.838653305147897,-7.1391774385030295,-231.5227687239401,-2.0198148457235052
101, -5.7600126590631175,-4.597973566672773, -6.362838596942872,-5.520134802185367,-293.07249054477245,-2.6596336383595616
102, -3.3967852284025004,-3.9796674941263763, -7.298957018479946,-4.246408334411651,-2.9531465833888597,-1.8173524921344517
103, 0.07026495504696767,0.780635048018471, 1.0701747497326621,0.2753785088078414,-11.580969978475771,-96.10251293773396
104, 7.898763326057953,8.648900126345072, 13.337967504454312,8.4219833287693,-126.21899763403157,-18.455999018567255
105, 9.409682504513542,10.767376528562105, 11.991308079205606,10.783392698913369,-12.42970525722559,-102.99853838316164
106, 6.548848400029745,4.717244507516786, 1.233093751175529,7.829029564903474,-26.253593316918398,-119.41826831142795
107, 20.727507966710572,19.28707505967635, 15.547625405795488,21.98099685589384,-187.5756851066348,-181.18523474887644
108, -5.424147888844379,-4.344720079206186, -8.680132176079898,-4.184601846725525,-1.5527361209247856,-248.1311075029855
109, -9.945402397740438,-6.771012926579328, -7.171527657143306,-9.644204942881332,-26.094993502874573,-853.1939798276443
110, 21.698688567434807,20.29713284024123, 20.013449589828106,17.15506100702744,-22.82114882683201,-115.70619759734824
111, -5.243279843709505,-5.3432869727888646, -3.358894413083007,-6.144703165354366,-49.72222136655198,-280.2140681933491
112, -6.025139161789308,-5.993385589926582, -9.478794666932746,-3.8340381217289323,-41.60128488605524,-205.3625663574703
113, -5.947640539685058,-5.94465787760912, -8.049881910347207,-3.531185352506925,-105.41639345642075,-107.7799732985488
114, -0.5502602282579799,1.4598301578736643, -2.4242490641989445,2.337881663304119,-6.605956793164034,-146.57787778633195
115, -1.514338293217654,0.11363076555421474, -4.757721867369744,0.589319158507188,-57.00331307009406,-331.23809875675204
116, -7.274857366421705,-6.977805996066032, -4.708534275882006,-4.3298480460169255,-283.3337979557848,-666.3039100094975
117, -7.205214191876165,-4.8020945712627015, -6.3572966849134325,-4.818203679976843,-3.6133261963278005,-703.9313956056588
118, -4.647094931328752,-4.503919549630935, -4.754555901761135,-4.5010401992599025,-3.3140690190607036,-343.789750739495
119, 4.868172625937693,4.28368186857922, 7.624166668693552,3.319076485512409,-72.60324102010686,-293.23351887483636
120, -4.095919131330378,-4.5632843304003226, -3.712030083502682,-4.919474256133637,-40.259111497260335,-232.39928408361902
121, 6.882820980975339,6.311570841751355, 6.348176376874949,4.986903106175148,-1.5448531217238928,-146.15169270977273
122, 5.022400724572379,6.553708844869332, 5.828932574346451,3.4560881898080384,-314.55334254645123,-57.35436457571451
123, 0.47166019331635045,1.9954442328048656, -0.5562486434945796,-2.162287479194376,-778.9471594546227,-6.927879145671309
124, -4.073738249974457,-3.002120617979634, -5.821196343261954,-5.761822878393128,-27.017387631272427,-2.502532330024232
125, -4.506749764066643,-3.196426127980869, -6.585152036168137,-4.568740374053296,-20.222873441695793,-2.1706247365007423
126, -4.468782947379687,-3.5273204396734785, -6.620675670392745,-4.6684386526982165,-94.7870231371801,-33.34475121939599
127, -1.6538330885266137,-1.2762001676029893, 1.5162875386754302,-0.9869323951407225,-190.07969185015975,-394.75968406313876
128, -5.96857711538008,-5.9189489153507795, -2.688564923759513,-6.480095121927256,-549.2018069608838,-93.61342464092424
129, -6.572736588646889,-5.919771207104245, -5.265424037064835,-6.014396134544788,-133.09893280426024,-452.7794903819245
130, -8.192721364625902,-6.874960136737161, -5.67145735583556,-9.128393497495832,-104.53882116519786,-795.8969408609855
131, -13.36499669645431,-7.4886279552659065, -6.25571418020055,-7.751209206250388,-487.2528416642791,-688.677459400566
132, -8.144584593879864,-10.743672577041002, -6.113924814524581,-9.960856464704806,-373.3960583994901,-246.05288787529798
133, -6.734119601854477,-8.534209151919578, -5.911662511384134,-9.537538238203904,-20.901839595221134,-768.353017225755
134, -3.514289917416903,-3.818582086488261, -1.986949192609866,-3.54349038767377,-3.6462762678210563,-873.2535290366078
135, -9.181728274153066,-7.689645377863812, -6.140578396616055,-7.184920361813324,-4.743356439104795,-774.7452775747532
136, -6.27337021684523,-9.621244390552542, -7.575498846168286,-8.845866138281142,-18.331764448265567,-793.4648985248489
137, -6.49616069443021,-7.64136429561055, -6.076696843725103,-6.969098059637692,-4.6525994369275185,-721.4869351639463
138, -6.603567403034028,-7.686951344033531, -5.938839176164741,-7.750394821882426,-3.2192311006723875,-808.37159382643
139, -3.8382844843817683,-4.005585118859387, -3.728527390963226,-3.761504946448645,-2.079096513481513,-531.0939164484134
140, -6.730465746060275,-8.709356617634471, -5.585233676722165,-9.009749407561618,-3.1740938450878757,-828.9164245027206
141, -8.584543711785997,-9.41332037961472, -7.058084319475218,-9.338231903496823,-18.98384538441996,-764.8933103676771
142, -12.096724634069764,-12.220277971751132, -7.377788115951904,-12.013935905790014,-289.10429729684864,-806.3988147507248
143, -15.780539288468624,-9.99973703267115, -6.419479756592055,-7.786654901085927,-746.3207742872823,-793.884630051526
144, -8.371738918057192,-7.054092421288702, -3.4832227851445507,-5.436873716041396,-17.335695036781914,-620.2537724550011
145, -7.720945536379939,-6.956709728576703, -5.246166551370758,-5.319829742320456,-35.48522875547456,-439.98882381424403
146, -5.09887645473073,-3.229427066398341, -3.121682468113536,-3.1582159877268214,-2.642861230042914,-1.4773443663827932
147, 18.97110585329576,20.72818453584287, 23.388544864685414,20.955244650088915,-28.498204992876126,-124.88682522186575
148, 2.129028508766872,0.8101038101808555, 2.139932364012658,1.371968956657811,-8.018609074672876,-173.01550523068215
149, -0.9816966498971426,1.689659199781967, 1.2471503767511365,1.429718342544097,-34.87666722266962,-242.01344492722862
150, -8.316722499745238,-5.86723624419418, -5.488191998102155,-4.909261482034287,-160.78437596443624,-178.46758863223437
151, -11.66197939754691,-9.074226185412579, -9.201351905937436,-8.70170441224438,-748.7464206946852,-854.908626329164
152, -7.186786321782788,-3.710477356986942, -3.3751760105390685,-5.100503389562214,-207.1571896359308,-8.990063758817296
153, -10.53379657908157,-14.223788289183616, -8.47299994593316,-15.221262221720224,-204.87708626421906,-855.5930731076392
154, -11.148938175925126,-14.230625611327604, -8.891484730377472,-13.393157653926183,-484.195042384633,-830.5655923754418
155, -12.386919238878251,-15.224384266055852, -10.04180407718889,-14.667028585454213,-688.6223592539461,-849.2262844350957
156, -8.299919145996496,-10.28156094540092, -9.30804741171524,-9.458203632605777,-669.1346575411433,-869.575174802929
157, -5.684287665590969,-8.036527809291838, -5.7643248561509495,-7.8241026921779655,-3.1317692641111137,-721.8989468758695
158, -4.71306108045389,-7.121402000451614, -2.0240713707090894,-7.639402558951554,-47.92641878034782,-116.8886491551514
159, -6.076158616125932,-11.657067145801589, -9.447885617964067,-10.802657438100757,-582.1339864566634,-835.0936317534844
160, -6.095612018907149,-9.785260374701469, -7.730394630788891,-10.775640910388335,-408.0224584754349,-838.3880808108008
161, 3.314716562926226,4.154645062318264, 8.185200745989647,3.7425590393921695,-979.187020945892,-711.7815851292715
162, -16.78674357448368,-15.397675877650165, -13.35137251237433,-15.942559695334818,-1122.8783235198307,-850.8241421619193
163, -11.561619330527432,-10.792904628599269, -8.167020969620655,-10.926112840819549,-1172.0691476782235,-801.9666033590049
164, -8.971646088056328,-8.351061611310659, -10.197296725026838,-9.762093390976416,-401.64715018894026,-776.6608440474987
165, -8.178053805999646,-9.908565121069808, -9.08310575184674,-10.26173712328062,-291.1041331086158,-856.7384190621411
166, -7.3679478441462525,-11.694323740665288, -9.640119571124277,-9.177201492014824,-157.17170469655116,-853.7485592103321
167, 2.188441145670156,6.482426279374509, 2.95520190885303,5.9542955343048005,-12.290652508217995,-855.3264773084767
168, -5.310895173897903,-6.853896630276388, -8.930049371054007,-5.975125549084365,-94.25253864601262,-418.9296923830726
169, -6.59738671305445,-5.037319284490662, -6.738832041241393,-4.431384595390687,-85.54099738593888,-155.26488072325196
170, -6.596360446006397,-4.117634245353932, -3.1226337840031158,-7.099147660697205,-3.348835330444396,-2.7850123818394987
171, -4.599999558665419,-5.398690806716971, -2.2737692864968504,-6.513022576406769,-3.0885979154761487,-2.6683699696897683
172, 25.51649323643951,24.0458734988117, 27.332074323634014,23.059832607928804,-7.528648521465244,-27.59142653380679
173, 15.523174353027912,13.965501214589834, 16.72933752801407,11.940894682141824,-12.884829823334755,-12.574692882614116
174, 14.863465155095414,13.050704252849833, 18.069341594917034,13.739385025291638,-12.966740027611678,-12.824450938686105
175, 30.564939968738905,30.11284718756526, 33.881058887593845,29.237469730492197,-3.258954323472707,-37.18036201936856
176, 41.38110312260088,39.877707700052184, 43.73246466015206,39.50714271966039,-33.11363229112669,-17.886387240165742
177, -4.473585345638589,-4.990792539323516, -2.831252324075207,-4.923555182674484,-3.099930643094094,-2.876883615866085
178, -4.70914092521907,-4.99927721307753, -2.5462321542656126,-4.73157137762857,-3.1821161548665926,-2.866223129332358
179, 51.41916380623831,50.35255141362435, 53.33698168909761,51.625722737703335,-7.833463110299361,-53.00163049847113
180, -0.31040902827350786,-0.22352044864180537, 2.93215772070803,-1.3643901217103267,-8.063615962602551,-3.088510152089873
181, 48.71299719785358,49.70514553659125, 53.591923392020966,51.277464919554994,-48.21152909703836,-12.676202230845455
182, -5.336850144765495,-4.7648192279564725, -3.0239455010791074,-3.7878760844071255,-2.8070499270560636,-2.328374594788537
183, -6.107510283911863,-5.6637470115505115, -3.180698252936712,-10.31872177504204,-3.1666375304936754,-2.47583261650687
184, -5.996359997255179,-7.34103233828293, -2.172680639449591,-5.785958179533603,-3.107873946418231,-2.8790249916876736
185, 15.590675195227693,15.330755580376103, 17.934875561909053,15.944137791037557,-12.389203757134217,-12.777592380209454
186, -7.637492274591884,-8.259215313540045, -4.087764888512703,-6.719390642634772,-3.6057997406224516,-2.9740339504585767
187, 27.898355727679935,27.67018934410093, 34.00597305790837,29.293347758514354,-23.788603354886355,-18.268672131575293
188, 13.357412884540302,12.838497865048963, 18.565874214205028,13.666188322229427,-3.767353309743893,-22.989338743266778
189, -1.0794210610559072,0.5340455982753752, 3.070225067992671,0.7644526168971496,-9.319970060161861,-2.6048887678960355
190, -7.729073344889126,-7.2796110794008575, -3.0822938531907234,-6.3495590110546365,-3.3883495290427503,-2.666818940579856
191, -9.447290698200144,-5.800737665945367, -2.267942794021224,-5.618286578176048,-8.254369775744925,-2.5694326815806825
192, -6.956350303016427,-7.3205113313711845, -2.2020380089293767,-5.751775586485081,-3.7683378550733027,-3.0199969875932706
193, -6.781488402361537,-6.2760645899760235, -2.8227867186081173,-5.495582069876031,-3.5879143165303726,-3.1206011185633313
194, -5.104750573519788,-7.5785276240662105, -3.8291614685187114,-4.859190051103225,-3.697074254541339,-2.7005109671207492
195, 14.784389087391302,12.549896257307864, 18.683846957375383,14.300059382098102,-18.483883580657608,-7.729056500869036
196, -4.2911126465054386,-6.715667323157248, -3.2864772690026856,-6.745788029254852,-4.897500104887115,-2.529376224976058
197, 1.1628935009982286,-2.5786623852916213, 2.5159421718343156,-1.4932702698488627,-3.1536434805580136,-7.484622747807351
198, 5.491472941080875,3.2619236394398405, 8.529833067075346,4.1371378420399125,-12.72876221887915,-2.784027996837279
199, 5.605773765104223,3.6933301039722184, 8.536279718552969,4.2881800949630176,-13.198709046899108,-2.227939897069543
200, -5.123885299237946,-5.673848148875748, -3.9070881430451276,-5.4141156067118805,-3.3341112876860253,-2.737186588979256
201, -4.512610536189905,-4.800478514597506, -3.9701366787532155,-6.134966445443575,-3.0234393130829043,-2.234188166233579
202, -4.864543778216867,-6.825404848822096, -2.5113457141901274,-6.234709326222261,-3.4431540642447556,-2.8046380715646193
203, -4.442492470268637,-6.056899540180735, -2.078988359115046,-5.087374891427138,-3.1717086107945835,-2.827266367460894
204, 5.804829833724128,4.83720757778976, 6.602643276209554,5.557502497557111,-12.334720013530184,-2.06509537341799
205, -3.190494528293152,-3.085140039594544, -3.276813660588709,-3.8704402174937136,-3.162388573527421,-1.8883987836787182
206, -4.460284962179901,-6.62487454865907, -3.437717266249437,-5.474203134767791,-3.0118476675200365,-2.988585970758171
207, -3.5676001854866772,-6.264286250567078, -4.880419969858668,-5.692251636102261,-3.5177317381637327,-2.5507584031516033
208, -5.707160051240236,-6.019384017739072, -3.676241083547462,-7.568913689406734,-3.3611922728648223,-2.77336644944781
209, -5.4162894284826075,-6.184548775593954, -4.221285331620628,-6.5669276584532215,-3.563972622174608,-2.8688790231231764
210, -6.76443808569643,-6.45868654525414, -4.339211233347744,-6.7727139652557815,-3.810358537827656,-3.202465189383215
211, 23.968457938782986,23.611447103973163, 27.69863813426675,24.994754152473305,-12.954394411375107,-22.948384526767708
212, 49.396144096978134,48.685333930865305, 54.03767777461436,49.36430549008861,-43.58111873325847,-17.97866980395768
213, 5.115239035272573,3.479463446501896, 8.699943214896926,3.6560552675223983,-5.760587633358704,-12.951231011346282
214, -5.163388895428531,-7.18294971746413, -2.3860807579618655,-6.146316779904937,-3.251062215711331,-3.23837225132323
215, -4.451514279550368,-7.931695784243615, -3.2966220854162613,-8.601780319593239,-8.438719145368715,-3.1456328779541356
216, 6.316841130961683,6.188907974966987, 6.676425045386511,4.066442001979832,-3.365363496246391,-11.999964249685261
217, 6.251310025661976,6.025403820329546, 8.032621341771007,6.8141974482350784,-3.259432240481706,-45.0200898428202
218, -3.4113430996226435,-5.484844258775564, -3.341240861343628,-7.531920116028045,-3.332045894352152,-2.5390522511743048
219, -3.8333770356548946,-5.125297712081582, -2.88188300565302,-5.713283003982838,-3.673741714134661,-2.528125354588217
220, -4.432894055304208,-7.297204881084991, -3.604267980212178,-6.550899839108679,-3.4977453125361677,-3.1218366569666847
221, -5.329155519096346,-7.03260709820839, -1.6863887008872551,-6.286205883464196,-3.6249654758996788,-3.481556461520031
222, -4.942864921497066,-7.038119581784239, -2.705609495005161,-6.273958411109013,-3.559964442958827,-3.297028000751343
223, -5.526456544662064,-7.7453487263549, -2.293887541143047,-6.642875667067681,-42.11096418954045,-8.567138655510895
224, 45.03993832617992,43.919903820197966, 48.745669238325966,42.97102758312982,-28.44846558563923,-28.041567327699777
225, -4.73664557130267,-7.437792597100334, -2.9988671584928612,-5.829923635925452,-3.276895178990298,-2.6618870483441444
226, 34.31736226963357,34.7720237273029, 38.82247911766835,34.12298886477495,-17.92798849034337,-27.85871514467086
227, -5.374817982597233,-4.587317910235944, -2.0981528970537653,-5.568366208224849,-2.679375712323442,-2.6929451405511906
228, -5.438043149781725,-4.073365556963964, -2.3520526650022515,-4.190092467872734,-2.5001577911664965,-2.541315945454395
229, -4.201202908247332,-4.258344600480336, -2.792538735303252,-4.104454916140895,-3.020157374479187,-2.34253144061534
230, -5.433578346278325,-3.8788892478575545, -2.429087676692796,-4.922621450621157,-2.735437061770471,-2.7901406023221673
231, 1.342432807839965,1.0919450779240298, 2.5814959838144462,0.2962795578457891,-2.8001781437770314,-7.149061780554227
232, -3.828680060538728,-6.056652904646338, -2.9487996112194286,-6.545654607344297,-2.91055892371023,-2.797551416022925
233, 13.087387664741415,12.264411103491096, 17.962542567507114,12.421238272539965,-64.25724371527564,-8.446081761178306
234, -7.631262106861629,-7.096738447892702, -3.0502637408608,-8.659707280288842,-41.821552072475775,-25.497898516150812
235, -7.154949727756568,-7.033029456497517, -3.160765259443331,-5.328820906016878,-21.97033709917961,-30.125933038671043
236, -4.575007930594645,-5.873579202423052, -3.3873461614646114,-4.662560650343103,-3.5609995609196714,-2.8845544909179526
237, -4.8545143291569,-5.768791930923577, -2.322725597319662,-4.629517668906254,-28.148750378574245,-2.786224632394013
238, 0.8415260221121671,1.193420019274243, 2.0590573183770813,2.051540253067159,-3.3049542066407853,-7.491231719341988
239, -7.0747509894907825,-7.535578300906187, -2.948585847925857,-5.537155452423523,-36.65145361727492,-11.338532147993437
240, -6.328050468733766,-6.5672085117038606, -2.0501074854640673,-4.96244951552156,-17.5590900926772,-39.535190058524535
241, -4.617387988165866,-3.9752115254508347, -3.5620426765927418,-3.4142872298124387,-3.6565179857835517,-2.2627651819010595
242, 9.912680125010377,12.082472204847154, 11.857445678616038,13.27849422318942,-3.5074157486616038,-42.267153139657665
243, 5.259591823257395,6.973216183588942, 7.37850041830826,6.899605332537307,-13.332978789457721,-2.2818345131865705
244, 3.563861431852093,6.372342411444654, 8.487843695327829,6.741987162439733,-13.912553458690182,-2.9628932783539437
245, 9.043043156633411,11.336457305944638, 13.07649209405571,11.604531161649689,-13.42610186336057,-7.587564164257471
246, 24.17241842386456,25.458021585027502, 28.15715312498583,25.274733006809896,-28.1176145884857,-7.654275015975318
