episode,adversary_0,agent_0
1, -9.651622081112148,-8.024820107871243, -3.8138982645211765,-5.148568545856867,-4.261679264958502,-13.343955050721995
2, -4.9918783273290215,-10.131839069928958, -10.945184134273635,-3.9979563396441513,-2.8930991425275283,-6.875464905158045
3, -8.478822450759372,-4.775410683048063, -4.8317083494674025,-4.353186417174484,-93.7669823511093,-125.4059067313606
4, -6.138350264046442,-3.4871613340299668, -2.398372321581568,-4.879574069606648,-3.290373362918433,-3.1156079765417974
5, -6.791794278839385,-4.664965400043772, -2.742569794624176,-4.766759992216632,-45.700379339754114,-2.865812451584567
6, -4.88299176066163,-4.967203951623367, -3.5104209547183753,-4.479967096315481,-85.85223496662448,-2.819655923422536
7, -0.5035905681673449,-2.1427491236103053, 3.7647022790102858,-0.9201587172438763,-3.3096111192134456,-8.5302368742615
8, -5.170054527407261,-5.264587987520588, -3.1284199832388255,-4.336587129787231,-3.0959121911746434,-98.25283158868649
9, -6.305424887416931,-5.443970817356642, -2.708536927200127,-4.1481992412845,-16.598137688408485,-27.10974983006022
10, -6.297252775497797,-5.720235752178864, -3.1440249156140814,-4.8564572186558355,-3.2371132790415347,-38.88997619475285
11, -5.747877136639489,-5.623038630490711, -2.284643183013531,-4.796470855235806,-3.5571584385847976,-3.0384906186149476
12, -6.3788548052371015,-5.606736170771499, -2.8234044575371144,-4.560033824073731,-4.260741015325741,-2.77571080409689
13, -7.052097197558139,-6.311539714103641, -2.662775001360903,-6.030095305173085,-84.15313433760392,-3.171497952318728
14, -6.138560922523193,-5.704311271311546, -2.6056866168815924,-4.575774078324751,-3.3209590193406773,-50.101713011375864
15, -5.683096831316244,-4.7206320202596705, -2.4355919205133345,-5.347301603182141,-2.6464562901697124,-2.5940583239718955
16, -5.212665051257052,-4.028815705798163, -3.4881204674167052,-3.353669999232842,-3.272365435703452,-2.4402194211023414
17, -5.603629390944541,-5.6398352590758005, -2.9625651864578266,-5.0629560959716775,-3.210446776295868,-33.801756815598395
18, -5.58378865825254,-6.18289311968259, -1.8307011542710065,-5.410957767564466,-2.931218172458442,-3.1056967550943115
19, -6.214209290838237,-5.3096860918954345, -3.756918126241501,-4.332247626628039,-3.2132753440628377,-2.7652878337638733
20, -5.518019443721836,-4.1016841466417615, -3.615861797071028,-3.7678583129576504,-3.4170127751750083,-2.518964269280423
21, -6.229449279263898,-4.904436502735786, -3.5693003267467507,-4.633860064835637,-3.0721633558493386,-74.32885721536321
22, -6.063895771414256,-6.295257940133296, -2.7565530153110753,-5.469418245600819,-3.0191525973308746,-3.3372425182255925
23, -5.924456883144524,-5.941986350271025, -1.9563515665157087,-5.090064458651291,-3.222280157543954,-8.92402066074433
24, -6.449817073331672,-5.63651242488177, -3.0860802639308145,-4.913052044087056,-3.1889968559136133,-65.69514968648339
25, -5.8149024688595325,-5.27680483485645, -4.084295321466686,-5.336992882708425,-3.082923545166711,-2.7840706187919704
26, -7.308274950970376,-7.123885852620089, -1.997381550383662,-6.399853599217492,-3.2385549611015905,-124.49819057055424
27, -4.6484088394609415,-5.403495406006327, -2.314161097110455,-5.677671945898723,-2.6375071906331993,-86.69108938904971
28, -5.961844941790719,-5.10352848873114, -3.608730052441806,-4.507955670915612,-2.8104201316706288,-18.458890436094478
29, -5.511730808427834,-5.339733134403584, -3.3734099726401285,-4.330995522750677,-3.3096111192134456,-2.7655348582034742
30, -5.827760263363012,-5.319538988724959, -2.8852261272081026,-4.185057870027431,-3.055882823120224,-3.148974476190806
31, -5.8633883941600935,-4.758833985275416, -3.205744490292343,-3.7683189860883948,-3.3441804155527994,-34.753611607708514
32, -5.977719176657903,-5.180028490300449, -2.4714348444985497,-4.442148037559597,-2.949063058471976,-12.523687733997972
33, -6.280003504925001,-5.289116560619311, -3.483718555633459,-4.375525452868332,-3.246934522057847,-4.180968803186435
34, -4.855656786113809,-4.020837473241873, -3.5937722225276647,-3.117962362002998,-2.891734146654452,-18.296777293936838
35, -5.655002650589516,-6.3886128489064955, -3.1423780019177827,-4.443844802874596,-15.77707434635017,-2.7833428823486854
36, -4.793929870097814,-5.985976789224677, -2.5740542605900965,-5.086516459557477,-3.083037370352775,-91.17863975571937
37, -5.352900262173439,-4.962968394846325, -2.6239895501685893,-4.132453266128239,-71.3629684419633,-2.7895645627829895
38, -5.821133095307008,-4.6501111925533145, -3.6995849686835083,-3.6131649917724027,-36.49448305218818,-2.4156532486491367
39, -5.489171132698886,-4.105430380855798, -4.760865977805604,-3.3721577944841528,-22.451678041058177,-2.0961379134395477
40, -5.778747609143301,-5.534176467710432, -3.6572408578247244,-3.4265669235763854,-3.3978956685619353,-2.411393171922029
41, -5.905575125941764,-5.196767233720025, -3.17029508838307,-4.570542301799076,-3.068565480764182,-61.65047738063626
42, -6.031850326516403,-7.144469134836186, -1.6228869399403243,-5.977150976394754,-3.0708133021448196,-3.498412108690575
43, -6.135487796300304,-5.700392295243416, -3.259370779927224,-4.601482287388517,-2.9961974882180935,-37.61738629583532
44, -6.501488779344158,-6.034786019347106, -2.806320089402723,-4.982902364664115,-47.02802133578592,-38.68206472256114
45, -7.2673147090210435,-5.614571237415282, -2.928679329025558,-4.542122294960086,-3.674054222361848,-2.6296845306933014
46, -6.13280477879285,-5.237702735328279, -2.89787964291884,-4.099967130923675,-3.433907500658645,-2.778108730880077
47, -6.767528248145147,-5.2910463658475715, -3.903907183586514,-4.300171613371067,-16.37253297414852,-42.996156233917816
48, -6.461843102796159,-5.796336235224478, -3.284758218580345,-4.9793644727850825,-3.4637180808406978,-3.010006983719305
49, -5.768087207092424,-5.2820174357815635, -3.415071678863965,-3.999140903851391,-5.57947638893935,-2.4630292377052307
50, -7.985353046970955,-6.395291619243006, -3.104370233522394,-4.923095111155404,-43.89107099736907,-96.89636661707328
51, -6.263877161015411,-4.985814283964654, -3.968163305113225,-3.9240737960205943,-3.3638286117005425,-2.620914807068524
52, -5.473579043272236,-5.8948676582185975, -2.1647773642004178,-4.297552423568378,-2.9244344696152984,-2.7881167590428046
53, -5.746939262875781,-4.959837237150697, -3.630774999876352,-4.928303596292324,-3.208285907737327,-2.8237687565497516
54, -4.411490852651338,-7.00830185860444, -1.8442384875817612,-5.629216214435045,-2.358495138225301,-56.99164366051202
55, -5.399693462365698,-6.2539336372094825, -2.503293387110358,-4.826486387117459,-3.168313074306613,-2.964119493865842
56, -5.583684818970875,-5.561521582333291, -3.50398357410617,-4.96688701448774,-3.8666992250357444,-2.7870159337841343
57, -6.648348801841706,-5.107150002523126, -3.5230540308863962,-5.265487742210543,-3.116737864702016,-133.01322812716262
58, -6.804553532052207,-4.525722948626682, -2.567882037357629,-5.060494369446657,-5.425924281223344,-94.08804291603829
59, -4.2012091933021685,-5.630806207799576, -3.4555486744848607,-4.206965624434218,-2.444100204844181,-61.60947043091421
60, -6.003904154820151,-5.951058387345015, -2.867429953767124,-4.635781638957659,-3.0012892665614745,-2.9251371548507064
61, -6.032318420110298,-4.8484524909582705, -2.86529664100692,-5.286967210944539,-3.3909476088079815,-3.022151571534497
62, -5.974684959092534,-5.782510246596324, -2.323000715896762,-4.703075350815044,-4.488261120141755,-5.614400664131972
63, -6.57688988593719,-6.118998367869656, -2.3676426860509703,-5.007868303040595,-5.711563330054358,-3.1602869245867438
64, -5.911002151521106,-5.379835195264755, -3.12868685753559,-4.026683697316562,-3.2923157831224525,-2.6664838008661205
65, -6.274400279989718,-5.676536506137509, -3.065973964904667,-4.545881065101855,-3.459893116756915,-2.890600038195097
66, -5.590092331847416,-4.997650879030518, -3.2807343956041692,-4.761999899030707,-3.111038897960309,-78.24205622263763
67, -5.332885396990418,-4.524639213168291, -2.64972366086568,-4.0535418400999,-2.7821709865475186,-18.38823309613735
68, -5.827756767916404,-4.9776997415925734, -3.3414201574609783,-3.7785065713318553,-3.253184171156519,-2.4792233104919545
69, -5.8298563104245895,-4.9556311069422945, -3.978023371090577,-3.699644955673223,-2.81704660946896,-57.729353429717264
70, -4.285421029149883,-4.651390274067973, -3.5460723578411746,-3.696164521428684,-2.977590959801109,-2.4059213696513946
71, -6.051260976022171,-4.566975908708576, -3.053906128479013,-3.7110008211367913,-3.2152866010197423,-2.392415781944757
